index,company_name,company_key,domain,company_careers_url,detected_ats,discovery_status,source_count,validated_source_count,polled_source_count,connectors,source_types,jobs_created_total,jobs_accepted_total,retained_live_total,last_successful_poll_at,from_csv_seed,sample_source_urls
0,Baboon,baboon,baboon.al,https://baboon.al/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://baboon.al/careers | http://baboon.al | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
1,Adspired Technologies,adspiredtechnologies,adspired.com,https://adspired.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://adspired.com/careers | http://adspired.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
2,AFFiRiS,affiris,affiris.com,https://affiris.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://affiris.com/careers | http://www.affiris.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
3,Aim Software,aimsoftware,aimsoftware.com,https://aimsoftware.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://aimsoftware.com/careers | http://www.aimsoftware.com/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
4,Anyline,anyline,anyline.io,https://anyline.io/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://anyline.io/careers | http://www.anyline.io/intro | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
5,Arsanis,arsanis,arsanis.com,https://arsanis.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://arsanis.com/careers | http://www.arsanis.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
6,Ayudarum,ayudarum,ayudarum.com,https://ayudarum.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://ayudarum.com/careers | http://www.ayudarum.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
7,Big Screen Tools,bigscreentools,bigscreentools.com,https://bigscreentools.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://bigscreentools.com/careers | http://www.bigscreentools.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
8,ChatGrape,chatgrape,chatgrape.com,https://chatgrape.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://chatgrape.com/careers | http://www.chatgrape.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
9,Coridon,coridon,coridon.com,https://coridon.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://coridon.com/careers | http://www.coridon.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
10,cortical.io,corticalio,cortical.io,https://cortical.io/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://cortical.io/careers | http://www.cortical.io | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
11,Crate.IO,crateio,crate.io,https://crate.io/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://crate.io/careers | https://crate.io | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
12,CrossCloud,crosscloud,crosscloud.me,https://crosscloud.me/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://crosscloud.me/careers | http://www.crosscloud.me | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
13,Cyberith,cyberith,cyberith.com,https://cyberith.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://cyberith.com/careers | http://www.cyberith.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
14,DaoPay GmbH,daopaygmbh,daopay.com,https://daopay.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://daopay.com/careers | http://www.daopay.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
15,Diagnosia,diagnosia,diagnosia.com,https://diagnosia.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://diagnosia.com/careers | http://www.diagnosia.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
16,durchblicker.at,durchblickerat,durchblicker.at,https://durchblicker.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://durchblicker.at/careers | http://durchblicker.at | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
17,Emarsys,emarsys,emarsys.com,https://emarsys.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://emarsys.com/careers | http://emarsys.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
18,Emerging Tigers,emergingtigers,emergingtigers.com,https://emergingtigers.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://emergingtigers.com/careers | http://www.emergingtigers.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
19,Enso Detego GmbH,ensodetegogmbh,detego.com,https://detego.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://detego.com/careers | http://www.detego.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
20,Evermede Inc,evermedeinc,evermede.com,https://evermede.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://evermede.com/careers | http://www.evermede.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
21,Eversport,eversport,eversport.at,https://eversport.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://eversport.at/careers | http://www.eversport.at | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
22,firstbird,firstbird,firstbird.eu,https://firstbird.eu/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://firstbird.eu/careers | http://www.firstbird.eu | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
23,Fittrack,fittrack,fittrack.io,https://fittrack.io/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://fittrack.io/careers | http://www.fittrack.io/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
24,Flatout Technologies,flatouttechnologies,flatout-technologies.com,https://flatout-technologies.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://flatout-technologies.com/careers | http://www.flatout-technologies.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
25,Flowtap,flowtap,getflowtap.com,https://getflowtap.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://getflowtap.com/careers | http://www.getflowtap.com/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
26,FOEX GmbH,foexgmbh,tryfoexnow.com,https://tryfoexnow.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://tryfoexnow.com/careers | http://www.tryfoexnow.com/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
27,GAMINSIDE,gaminside,gaminside.com,https://gaminside.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://gaminside.com/careers | http://www.gaminside.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
28,Genesant,genesant,genesant.com,https://genesant.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://genesant.com/careers | http://www.genesant.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
29,GetSnippy,getsnippy,getsnippy.com,https://getsnippy.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://getsnippy.com/careers | http://www.getsnippy.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
30,Global Rockstar GmbH,globalrockstargmbh,globalrockstar.com,https://globalrockstar.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://globalrockstar.com/careers | https://www.globalrockstar.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
31,Helioz R&D,heliozrandd,helioz.org,https://helioz.org/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://helioz.org/careers | http://www.helioz.org | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
32,Hitbox Entertainment GmbH,hitboxentertainmentgmbh,hitbox.tv,https://hitbox.tv/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://hitbox.tv/careers | http://www.hitbox.tv | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
33,Hookipa Biotech,hookipabiotech,hookipabiotech.com,https://hookipabiotech.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://hookipabiotech.com/careers | http://hookipabiotech.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
34,Hubbub,hubbub,hubbub.fm,https://hubbub.fm/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://hubbub.fm/careers | http://www.hubbub.fm | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
35,Hyperwave,hyperwave,hyperwave.com,https://hyperwave.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://hyperwave.com/careers | http://www.hyperwave.com/e/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
36,iJoule,ijoule,ijoule.com,https://ijoule.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://ijoule.com/careers | http://www.ijoule.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
37,indoo.rs,indoors,indoo.rs,https://indoo.rs/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://indoo.rs/careers | http://indoo.rs | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
38,infotope technologies GmbH,infotopetechnologiesgmbh,infotope.com,https://infotope.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://infotope.com/careers | http://www.infotope.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
39,Innovacell,innovacell,innovacell.at,https://innovacell.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://innovacell.at/careers | http://www.innovacell.at | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
40,kangaroute,kangaroute,kangaroute.com,https://kangaroute.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://kangaroute.com/careers | http://www.kangaroute.com/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
41,KiloBaser,kilobaser,kilobaser.com,https://kilobaser.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://kilobaser.com/careers | http://www.kilobaser.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
42,KINAMU Business Solutions,kinamubusinesssolutions,kinamu.com,https://kinamu.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://kinamu.com/careers | http://www.kinamu.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
43,kompany,kompany,kompany.com,https://kompany.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://kompany.com/careers | http://www.kompany.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
44,lifebrain,lifebrain,lifebrain.at,https://lifebrain.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://lifebrain.at/careers | http://www.lifebrain.at/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
45,LineMetrics,linemetrics,linemetrics.com,https://linemetrics.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://linemetrics.com/careers | https://linemetrics.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
46,Lingohub,lingohub,lingohub.com,https://lingohub.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://lingohub.com/careers | http://lingohub.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
47,Lixto Software,lixtosoftware,lixto.com,https://lixto.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://lixto.com/careers | http://www.lixto.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
48,MarkTheGlobe,marktheglobe,marktheglobe.com,https://marktheglobe.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://marktheglobe.com/careers | http://www.marktheglobe.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
49,marshallindex,marshallindex,marshallindex.com,https://marshallindex.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://marshallindex.com/careers | http://www.marshallindex.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
50,mechatronic systemtechnik,mechatronicsystemtechnik,mechatronic.at,https://mechatronic.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://mechatronic.at/careers | http://www.mechatronic.at | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
51,meinKauf / miKunu,meinkaufmikunu,meinkauf.at,https://meinkauf.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://meinkauf.at/careers | http://www.meinkauf.at | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
52,Miracor Medical Systems GmbH,miracormedicalsystemsgmbh,miracormedical.com,https://miracormedical.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://miracormedical.com/careers | http://www.miracormedical.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
53,MYFLY,myfly,myfly.cc,https://myfly.cc/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://myfly.cc/careers | http://www.myfly.cc | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
54,mySugr,mysugr,mysugr.com,https://mysugr.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://mysugr.com/careers | http://mysugr.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
55,NEURA Energy Systems,neuraenergysystems,neura.at,https://neura.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://neura.at/careers | http://www.neura.at | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
56,nxtControl,nxtcontrol,nxtcontrol.com,https://nxtcontrol.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://nxtcontrol.com/careers | http://www.nxtcontrol.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
57,Oneloudr Productions,oneloudrproductions,oneloudr.com,https://oneloudr.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://oneloudr.com/careers | http://oneloudr.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
58,Parkbob GmbH,parkbobgmbh,parkbob.com,https://parkbob.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://parkbob.com/careers | http://www.parkbob.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
59,PDC Biotech,pdcbiotech,pdcbiotech.com,https://pdcbiotech.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://pdcbiotech.com/careers | http://www.pdcbiotech.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
60,Pioneers,pioneers,pioneers.io,https://pioneers.io/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://pioneers.io/careers | http://www.pioneers.io | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
61,pMediaNetwork,pmedianetwork,pmedianetwork.com,https://pmedianetwork.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://pmedianetwork.com/careers | http://www.pmedianetwork.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
62,Prediki Prediction Services,predikipredictionservices,prediki.com,https://prediki.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://prediki.com/careers | https://www.prediki.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
63,ProtAffin Biotechnologie,protaffinbiotechnologie,protaffin.com,https://protaffin.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://protaffin.com/careers | http://www.protaffin.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
64,Re-Compose,recompose,re-compose.com,https://re-compose.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://re-compose.com/careers | http://www.re-compose.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
65,Reality Jockey,realityjockey,rjdj.me,https://rjdj.me/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://rjdj.me/careers | http://rjdj.me | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
66,RealLifeConnect,reallifeconnect,reallifeconnect.com,https://reallifeconnect.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://reallifeconnect.com/careers | http://www.reallifeconnect.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
67,Reflux Medical,refluxmedical,refluxmedical.com,https://refluxmedical.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://refluxmedical.com/careers | http://www.refluxmedical.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
68,RobArt,robart,robart.cc,https://robart.cc/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://robart.cc/careers | http://robart.cc | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
69,Robo Wunderkind,robowunderkind,startrobo.com,https://startrobo.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://startrobo.com/careers | http://startrobo.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
70,Roomle GmbH,roomlegmbh,roomle.com,https://roomle.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://roomle.com/careers | http://roomle.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
71,seasonax GmbH,seasonaxgmbh,seasonax.com,https://seasonax.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://seasonax.com/careers | http://www.seasonax.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
72,SecureBeam,securebeam,securebeam.com,https://securebeam.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://securebeam.com/careers | https://securebeam.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
73,Semantic Web Company,semanticwebcompany,semantic-web.at,https://semantic-web.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://semantic-web.at/careers | http://www.semantic-web.at/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
74,semanticlabs,semanticlabs,semanticlabs.at,https://semanticlabs.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://semanticlabs.at/careers | http://www.semanticlabs.at/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
75,Shpock,shpock,shpock.com,https://shpock.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://shpock.com/careers | https://shpock.com/en/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
76,Sipwise,sipwise,sipwise.com,https://sipwise.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://sipwise.com/careers | http://sipwise.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
77,SMARTASSISTANT,smartassistant,smartassistant.com,https://smartassistant.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://smartassistant.com/careers | http://www.smartassistant.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
78,SnapShot GmbH,snapshotgmbh,snapshot.travel,https://snapshot.travel/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://snapshot.travel/careers | http://www.snapshot.travel | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
79,Socialspiel,socialspiel,socialspiel.com,https://socialspiel.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://socialspiel.com/careers | http://socialspiel.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
80,Soup.io,soupio,soup.io,https://soup.io/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://soup.io/careers | http://soup.io | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
81,soup.me,soupme,soup.me,https://soup.me/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://soup.me/careers | http://soup.me | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
82,Spectralmind,spectralmind,spectralmind.com,https://spectralmind.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://spectralmind.com/careers | http://www.spectralmind.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
83,SPHARES,sphares,sphares.com,https://sphares.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://sphares.com/careers | http://sphares.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
84,TableConnect GmbH,tableconnectgmbh,tableconnect.net,https://tableconnect.net/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://tableconnect.net/careers | http://www.tableconnect.net | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
85,Tempeest,tempeest,tempeest.nl,https://tempeest.nl/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://tempeest.nl/careers | http://tempeest.nl | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
86,TourRadar,tourradar,tourradar.com,https://tourradar.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://tourradar.com/careers | http://www.tourradar.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
87,Tractive,tractive,tractive.com,https://tractive.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://tractive.com/careers | http://www.tractive.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
88,Tripwolf,tripwolf,tripwolf.com,https://tripwolf.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://tripwolf.com/careers | http://www.tripwolf.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
89,TTTech,tttech,tttech.com,https://tttech.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://tttech.com/careers | http://tttech.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
90,ugichem,ugichem,ugichem.com,https://ugichem.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://ugichem.com/careers | http://www.ugichem.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
91,Ulmon,ulmon,ulmon.com,https://ulmon.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://ulmon.com/careers | http://www.ulmon.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
92,uma information technology,umainformationtechnology,uma.at,https://uma.at/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://uma.at/careers | http://www.uma.at/en | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
93,Urban Sync,urbansync,urbansync.net,https://urbansync.net/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://urbansync.net/careers | http://www.urbansync.net | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
94,Usersnap,usersnap,usersnap.com,https://usersnap.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://usersnap.com/careers | https://usersnap.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
95,Vira Therapeutics,viratherapeutics,viratherapeutics.com,https://viratherapeutics.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://viratherapeutics.com/careers | http://www.viratherapeutics.com/ | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
96,whatchado,whatchado,whatchado.com,https://whatchado.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://whatchado.com/careers | http://www.whatchado.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
97,wikifolio,wikifolio,wikifolio.com,https://wikifolio.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://wikifolio.com/careers | http://wikifolio.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
98,woohoo mobile marketing,woohoomobilemarketing,woohoo-mobile.com,https://woohoo-mobile.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://woohoo-mobile.com/careers | http://www.woohoo-mobile.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
99,Xendex Holding,xendexholding,xendex.com,https://xendex.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://xendex.com/careers | http://www.xendex.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
100,YASSSU,yasssu,yasssu.com,https://yasssu.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://yasssu.com/careers | http://www.YASSSU.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
101,Zadego,zadego,zadego.de,https://zadego.de/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://zadego.de/careers | http://www.zadego.de | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
102,Zizoo,zizoo,zizoo.com,https://zizoo.com/careers,company-site,NEEDS_REVIEW,1,0,0,company-site,COMPANY_HTML,0,0,0,,True,https://zizoo.com/careers | http://www.zizoo.com | https://github.com/notpeter/crunchbase-data/blob/master/companies.csv
